"","Ind_ID","GENDER","Car_Owner","Propert_Owner","CHILDREN","Annual_income","Type_Income","EDUCATION","Marital_status","Housing_type","Employed_days","Mobile_phone","Work_Phone","Phone","EMAIL_ID","Family_Members","label","Birthday_date","age","Employed"
"391",5045253,"F","N","Y",1,270000,"Working","Secondary / secondary special","Married","House / apartment",-3689,1,0,0,0,3,0,1966-10-17,57,"y"
"392",5045255,"F","N","Y",1,270000,"Working","Secondary / secondary special","Married","House / apartment",-3689,1,0,0,0,3,0,1966-10-17,57,"y"
"393",5045380,"M","Y","Y",0,261000,"Working","Incomplete higher","Married","House / apartment",-1508,1,0,1,0,2,0,1980-04-04,43,"y"
"394",5045439,"M","Y","Y",0,180000,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1959-06-04,64,"n"
"395",5045513,"M","Y","N",1,180000,"Working","Secondary / secondary special","Married","House / apartment",-4491,1,0,0,0,3,0,1992-05-29,31,"y"
"396",5045537,"M","Y","N",2,225000,"State servant","Higher education","Married","With parents",-1539,1,0,0,0,4,0,1993-12-11,29,"y"
"397",5045611,"F","N","Y",2,90000,"Working","Secondary / secondary special","Married","House / apartment",-716,1,0,0,0,4,0,1991-09-08,32,"y"
"398",5045614,"M","Y","Y",1,360000,"Working","Higher education","Married","House / apartment",-1327,1,0,0,0,3,0,1981-04-19,42,"y"
"399",5045623,"F","N","Y",1,270000,"State servant","Secondary / secondary special","Married","House / apartment",-2512,1,0,0,0,3,0,1984-06-18,39,"y"
"400",5045742,"M","Y","N",0,225000,"Commercial associate","Higher education","Married","House / apartment",-1569,1,0,0,0,2,0,1987-07-22,36,"y"
"401",5045798,"F","Y","N",0,202500,"Working","Higher education","Married","House / apartment",-139,1,0,0,0,2,0,1998-08-02,25,"y"
"402",5045800,"M","Y","Y",1,427500,"Working","Secondary / secondary special","Married","House / apartment",-2543,1,0,1,0,3,0,1991-05-01,32,"y"
"403",5045828,"F","N","Y",0,270000,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1962-09-22,61,"n"
"404",5045844,"F","Y","N",0,193500,"Working","Secondary / secondary special","Married","House / apartment",-8966,1,0,0,0,2,0,1966-11-04,57,"y"
"405",5045850,"F","Y","Y",2,315000,"Commercial associate","Higher education","Married","With parents",-1327,1,0,0,0,4,0,1989-05-02,34,"y"
"406",5045888,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",365243,1,0,0,0,1,1,1960-02-19,63,"n"
"407",5045894,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",365243,1,0,0,0,1,1,1960-02-19,63,"n"
"408",5045895,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",365243,1,0,0,0,1,1,1960-02-19,63,"n"
"409",5045917,"M","Y","Y",0,315000,"Commercial associate","Secondary / secondary special","Married","Rented apartment",-2026,1,0,0,0,2,0,1977-05-16,46,"y"
"410",5045992,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-4491,1,0,0,0,2,0,1982-02-13,41,"y"
"411",5046003,"F","N","Y",1,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",-3334,1,0,1,0,2,0,1982-09-18,41,"y"
"412",5046035,"F","Y","Y",0,99000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",365243,1,0,0,0,2,0,1964-12-13,58,"n"
"413",5046036,"F","Y","Y",0,99000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",365243,1,0,0,0,2,0,1964-12-13,58,"n"
"414",5046083,"F","Y","Y",0,99000,"Working","Secondary / secondary special","Married","House / apartment",-2299,1,0,0,0,2,0,1966-04-24,57,"y"
"415",5046086,"F","Y","Y",0,99000,"Working","Secondary / secondary special","Married","House / apartment",-2299,1,0,0,0,2,0,1966-04-24,57,"y"
"416",5046093,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,0,0,1,0,1959-04-15,64,"n"
"417",5046126,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-3092,1,1,1,0,2,0,1968-04-22,55,"y"
"418",5046183,"F","N","Y",2,115200,"Commercial associate","Secondary / secondary special","Married","House / apartment",-716,1,0,0,0,4,0,1983-02-28,40,"y"
"419",5046191,"M","Y","Y",2,270000,"Commercial associate","Higher education","Married","House / apartment",-565,1,1,0,0,4,0,1976-07-30,47,"y"
"420",5046283,"F","N","Y",0,67050,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1957-05-06,66,"n"
"421",5046324,"F","N","Y",1,157500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-2269,1,0,1,0,3,1,1981-07-18,42,"y"
"422",5046328,"F","N","Y",1,157500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-2269,1,0,1,0,3,1,1981-07-18,42,"y"
"423",5046336,"F","N","N",1,85500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-900,1,1,0,0,3,0,1995-12-01,27,"y"
"424",5046340,"M","N","Y",1,180000,"Working","Lower secondary","Married","House / apartment",-1692,1,1,0,0,3,0,1994-12-02,28,"y"
"425",5046362,"F","N","Y",0,90000,"Working","Secondary / secondary special","Civil marriage","With parents",-139,1,1,1,0,2,0,1984-07-02,39,"y"
"426",5046379,"F","N","N",0,180000,"Working","Incomplete higher","Married","House / apartment",-1904,1,0,0,0,2,0,1970-05-05,53,"y"
"427",5046398,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",365243,1,0,0,0,1,0,1957-08-03,66,"n"
"428",5046415,"M","Y","Y",0,270000,"Working","Higher education","Married","House / apartment",-1569,1,0,1,0,2,0,1984-04-13,39,"y"
"429",5046495,"F","N","Y",0,180000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1964-11-16,59,"n"
"430",5046531,"M","Y","N",0,202500,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1968-08-06,55,"n"
"431",5047662,"F","N","Y",1,67500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-4114,1,0,0,0,3,1,1972-03-13,51,"y"
"432",5047667,"F","N","N",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-522,1,0,0,0,2,0,2000-01-16,23,"y"
"433",5047670,"F","N","N",1,180000,"State servant","Higher education","Married","House / apartment",-2500,1,1,1,1,3,0,1985-05-15,38,"y"
"435",5047787,"F","Y","Y",0,225000,"Commercial associate","Higher education","Married","House / apartment",-979,1,0,0,0,2,0,1995-04-05,28,"y"
"436",5047789,"F","Y","Y",0,225000,"Commercial associate","Higher education","Married","House / apartment",-979,1,0,0,0,2,0,1995-04-05,28,"y"
"437",5047853,"M","Y","Y",1,292500,"Commercial associate","Higher education","Married","House / apartment",-3322,1,0,0,0,3,0,1989-06-23,34,"y"
"438",5047870,"M","Y","Y",1,292500,"Commercial associate","Higher education","Married","House / apartment",-3322,1,0,0,0,3,0,1989-06-23,34,"y"
"439",5047929,"M","Y","N",0,292500,"Working","Secondary / secondary special","Single / not married","House / apartment",-1526,1,0,1,0,1,0,1985-07-24,38,"y"
"440",5048121,"M","Y","Y",2,292500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2653,1,0,1,0,4,0,1990-10-14,33,"y"
"441",5048217,"M","Y","Y",1,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-857,1,0,0,0,3,0,1990-05-08,33,"y"
"442",5048276,"F","Y","N",1,112500,"Working","Higher education","Single / not married","House / apartment",-1618,1,0,0,0,2,0,1996-06-07,27,"y"
"443",5048300,"M","Y","N",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1161,1,0,0,0,3,1,1993-07-10,30,"y"
"444",5048301,"M","Y","N",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1161,1,0,0,0,3,1,1993-07-10,30,"y"
"446",5048319,"F","N","N",0,90000,"Working","Higher education","Separated","House / apartment",-1526,1,0,0,0,1,0,1963-12-19,59,"y"
"447",5048425,"F","N","Y",0,171000,"Working","Secondary / secondary special","Single / not married","House / apartment",-8405,1,0,1,0,1,0,1969-06-16,54,"y"
"449",5048458,"F","Y","Y",1,126000,"Working","Higher education","Married","House / apartment",-157,1,0,0,0,3,0,1998-01-15,25,"y"
"450",5048478,"M","Y","N",0,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",-308,1,0,0,0,1,0,1998-09-26,25,"y"
"451",5048486,"M","Y","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-734,1,1,1,0,2,0,1988-04-26,35,"y"
"452",5048542,"F","N","Y",0,121900.5,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1980-03-25,43,"n"
"453",5048583,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1964-10-22,59,"n"
"454",5048610,"F","N","Y",0,315000,"Working","Secondary / secondary special","Separated","House / apartment",-3291,1,0,0,0,1,0,1982-02-13,41,"y"
"455",5048642,"F","N","N",0,157500,"Pensioner","Secondary / secondary special","Separated","House / apartment",365243,1,0,0,0,1,0,1958-01-18,65,"n"
"456",5050440,"F","Y","Y",1,157500,"Working","Incomplete higher","Civil marriage","House / apartment",-2753,1,0,0,0,3,0,1988-03-03,35,"y"
"457",5050453,"M","N","Y",1,231750,"Working","Secondary / secondary special","Married","House / apartment",-135,1,0,0,0,3,0,1984-11-18,39,"y"
"458",5050482,"F","N","N",0,292500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-10758,1,0,0,0,2,0,1972-09-11,51,"y"
"459",5050485,"F","N","N",0,292500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-10758,1,0,0,0,2,0,1972-09-11,51,"y"
"460",5050549,"M","N","N",2,225000,"Working","Higher education","Civil marriage","House / apartment",-3088,1,1,0,0,4,0,1977-12-24,45,"y"
"461",5050603,"M","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-7288,1,1,0,0,2,1,1973-09-17,50,"y"
"462",5050606,"M","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-7288,1,1,0,0,2,1,1973-09-17,50,"y"
"463",5050619,"M","Y","N",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-1962,1,0,1,0,2,0,1996-07-01,27,"y"
"464",5050635,"F","N","N",0,225000,"State servant","Secondary / secondary special","Married","House / apartment",-2966,1,0,0,0,2,0,1986-10-10,37,"y"
"465",5050655,"F","N","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-1048,1,1,1,0,2,0,1983-09-25,40,"y"
"466",5050671,"M","N","N",0,171000,"Commercial associate","Incomplete higher","Single / not married","House / apartment",-166,1,1,1,0,1,1,1992-02-07,31,"y"
"467",5050724,"F","Y","N",0,360000,"Working","Higher education","Married","House / apartment",-2296,1,1,1,0,2,0,1988-09-20,35,"y"
"468",5050729,"M","Y","N",0,180000,"Working","Secondary / secondary special","Single / not married","With parents",-531,1,0,0,0,1,0,2000-07-16,23,"y"
"469",5050756,"M","Y","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-4031,1,1,0,0,2,0,1974-06-13,49,"y"
"470",5050768,"F","N","N",2,337500,"Working","Secondary / secondary special","Married","House / apartment",-2174,1,0,0,0,4,0,1993-10-19,30,"y"
"471",5050793,"F","N","N",0,315000,"State servant","Higher education","Married","House / apartment",-6648,1,0,0,0,2,0,1965-09-19,58,"y"
"472",5050852,"M","N","N",0,180000,"Commercial associate","Higher education","Single / not married","House / apartment",-1505,1,0,0,0,1,0,1997-11-29,25,"y"
"473",5050853,"M","N","N",0,180000,"Commercial associate","Higher education","Single / not married","House / apartment",-1505,1,0,0,0,1,0,1997-11-29,25,"y"
"474",5050894,"M","Y","N",0,292500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1972-03-18,51,"n"
"475",5050973,"F","N","N",1,112500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-7591,1,0,0,0,2,0,1980-03-07,43,"y"
"476",5050975,"F","N","N",1,112500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-7591,1,0,0,0,2,0,1980-03-07,43,"y"
"477",5051007,"F","N","N",0,306000,"Commercial associate","Higher education","Married","House / apartment",-1354,1,0,0,0,2,0,1994-07-29,29,"y"
"478",5051008,"F","N","N",1,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-3392,1,1,1,1,3,0,1995-04-14,28,"y"
"479",5051050,"M","Y","N",0,67500,"Working","Secondary / secondary special","Married","House / apartment",-2174,1,0,0,0,2,0,1962-07-17,61,"y"
"480",5051061,"F","N","N",2,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1323,1,0,1,0,4,0,1991-03-09,32,"y"
"481",5051097,"F","N","N",0,69750,"Pensioner","Secondary / secondary special","Widow","Municipal apartment",365243,1,0,1,0,1,0,1963-09-11,60,"n"
"482",5051120,"M","N","N",0,202500,"State servant","Higher education","Married","House / apartment",-5006,1,0,0,0,2,0,1989-01-18,34,"y"
"483",5051156,"M","N","N",1,247500,"Working","Higher education","Single / not married","House / apartment",-1870,1,0,0,0,2,0,1986-01-23,37,"y"
"484",5051160,"M","Y","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-866,1,0,0,0,3,1,1997-08-15,26,"y"
"485",5051161,"M","Y","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-866,1,0,0,0,3,1,1997-08-15,26,"y"
"487",5051187,"M","Y","N",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-896,1,0,0,0,1,0,1990-04-28,33,"y"
"488",5051240,"F","Y","N",0,121500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",365243,1,0,0,0,1,0,1960-01-08,63,"n"
"489",5052606,"M","N","Y",0,202500,"Commercial associate","Secondary / secondary special","Single / not married","Rented apartment",-1598,1,0,0,0,1,0,1972-06-16,51,"y"
"490",5052620,"M","Y","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1994,1,0,1,0,3,0,1980-02-12,43,"y"
"491",5052622,"M","Y","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-1994,1,0,1,0,3,0,1980-02-12,43,"y"
"492",5052659,"F","N","Y",0,103500,"Working","Secondary / secondary special","Married","House / apartment",-564,1,0,0,1,2,1,1995-06-05,28,"y"
"493",5052661,"F","N","Y",0,103500,"Working","Secondary / secondary special","Married","House / apartment",-564,1,0,0,1,2,1,1995-06-05,28,"y"
"494",5052678,"F","N","Y",1,135000,"Working","Higher education","Married","House / apartment",-8172,1,1,1,0,3,0,1981-02-10,42,"y"
"495",5052722,"F","N","N",0,126000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1963-12-31,59,"n"
"496",5052731,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-1114,1,0,0,0,2,0,1986-01-27,37,"y"
"497",5052739,"F","N","Y",2,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-505,1,0,0,1,4,0,1995-04-08,28,"y"
"498",5052755,"M","N","Y",0,225000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-1175,1,0,0,0,2,0,1994-12-13,28,"y"
"499",5052762,"M","Y","Y",0,225000,"Commercial associate","Higher education","Single / not married","House / apartment",-932,1,0,0,1,1,0,1991-10-12,32,"y"
"500",5052806,"F","N","Y",0,81000,"Working","Secondary / secondary special","Single / not married","House / apartment",-2454,1,0,1,0,1,0,1971-04-18,52,"y"
"501",5052811,"F","N","Y",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-4523,1,0,0,0,2,0,1976-10-29,47,"y"
"502",5052865,"F","N","Y",0,94500,"Commercial associate","Incomplete higher","Married","House / apartment",-3458,1,1,1,0,2,0,1985-11-30,37,"y"
"503",5052877,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-3366,1,0,0,0,2,1,1974-11-03,49,"y"
"504",5052879,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-3366,1,0,0,0,2,1,1974-11-03,49,"y"
"505",5052882,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-3366,1,0,0,0,2,1,1974-11-03,49,"y"
"506",5052883,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-3366,1,0,0,0,2,0,1974-11-03,49,"y"
"507",5052952,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1957-04-01,66,"n"
"508",5052963,"M","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2606,1,0,0,0,2,0,1996-07-21,27,"y"
"509",5053003,"F","Y","Y",0,157500,"Working","Incomplete higher","Married","House / apartment",-1632,1,1,1,0,2,0,1998-03-08,25,"y"
"510",5053032,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1967-01-24,56,"n"
"511",5053089,"F","N","N",0,175500,"Working","Secondary / secondary special","Single / not married","House / apartment",-658,1,0,0,0,1,0,1972-11-05,51,"y"
"512",5053114,"F","N","Y",0,99000,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1958-08-05,65,"n"
"513",5053117,"M","Y","N",1,270000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-1420,1,0,0,0,3,0,1986-11-01,37,"y"
"514",5053143,"M","N","Y",1,126000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-140,1,0,1,0,3,0,1990-03-18,33,"y"
"515",5053152,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,0,0,1,0,1958-10-19,65,"n"
"516",5053156,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,0,0,1,0,1958-10-19,65,"n"
"517",5053173,"F","Y","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-2393,1,0,0,0,2,0,1978-02-18,45,"y"
"518",5053182,"M","Y","Y",0,207000,"Pensioner","Higher education","Married","House / apartment",365243,1,0,0,0,2,0,1957-04-29,66,"n"
"519",5053254,"F","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-2150,1,1,0,0,2,1,1972-10-12,51,"y"
"520",5053293,"F","N","Y",0,76500,"Pensioner","Secondary / secondary special","Married","Municipal apartment",365243,1,0,0,0,2,0,1968-02-01,55,"n"
"521",5053354,"F","Y","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-110,1,0,0,0,2,0,1973-08-13,50,"y"
"522",5053388,"F","N","Y",0,135000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-9698,1,0,0,1,2,0,1979-04-06,44,"y"
"523",5053472,"M","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-2129,1,1,1,0,2,0,1973-03-12,50,"y"
"524",5053524,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-2464,1,0,1,0,2,0,1983-06-22,40,"y"
"525",5053535,"F","N","Y",0,216000,"Pensioner","Higher education","Single / not married","House / apartment",365243,1,0,0,0,1,0,1968-01-26,55,"n"
"526",5053592,"F","N","Y",1,117000,"Working","Lower secondary","Widow","House / apartment",-3072,1,0,1,0,2,0,1975-08-12,48,"y"
"527",5053610,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","Municipal apartment",-3680,1,0,0,0,2,0,1967-07-09,56,"y"
"528",5053636,"F","N","N",0,225000,"Pensioner","Higher education","Separated","House / apartment",365243,1,0,0,0,1,0,1963-10-23,60,"n"
"529",5053637,"F","N","N",0,225000,"Pensioner","Higher education","Separated","House / apartment",365243,1,0,0,0,1,0,1963-10-23,60,"n"
"530",5053642,"M","N","N",0,360000,"Commercial associate","Higher education","Married","House / apartment",-1823,1,0,1,0,2,0,1968-02-29,55,"y"
"531",5053646,"M","N","N",0,360000,"Commercial associate","Higher education","Married","House / apartment",-1823,1,0,1,0,2,0,1968-02-29,55,"y"
"532",5053678,"F","Y","Y",0,225000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-1430,1,0,1,0,1,0,1990-10-30,33,"y"
"533",5053711,"F","Y","N",2,157500,"Commercial associate","Incomplete higher","Married","House / apartment",-1399,1,0,0,1,4,0,1988-09-08,35,"y"
"534",5053744,"F","N","Y",0,360000,"State servant","Higher education","Married","House / apartment",-3163,1,0,1,0,2,0,1979-08-02,44,"y"
"535",5053790,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-2859,1,0,0,0,2,0,1978-06-09,45,"y"
"536",5053872,"M","Y","Y",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-2128,1,0,0,0,3,0,1992-01-21,31,"y"
"537",5053918,"F","Y","N",0,225000,"Working","Higher education","Civil marriage","House / apartment",-2433,1,0,0,0,2,0,1984-05-11,39,"y"
"538",5053941,"F","N","N",0,135000,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1966-02-13,57,"n"
"539",5053980,"F","Y","N",0,108000,"Working","Secondary / secondary special","Married","With parents",-3195,1,1,0,0,2,0,1990-05-09,33,"y"
"541",5054063,"M","N","N",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-1458,1,0,0,0,3,1,1978-12-03,44,"y"
"542",5054064,"M","N","N",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-1458,1,0,0,0,3,0,1978-12-03,44,"y"
"543",5054068,"M","N","N",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-1458,1,0,0,0,1,1,1978-12-03,44,"y"
"544",5054079,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-5507,1,0,1,0,2,0,1976-12-14,46,"y"
"545",5054097,"M","Y","N",2,202500,"Working","Higher education","Married","House / apartment",-727,1,0,0,0,4,0,1991-10-04,32,"y"
"546",5054099,"M","Y","N",2,202500,"Working","Higher education","Married","House / apartment",-727,1,0,0,0,4,0,1991-10-04,32,"y"
"547",5054106,"F","N","N",0,67500,"Pensioner","Secondary / secondary special","Separated","House / apartment",365243,1,0,0,0,1,0,1964-12-24,58,"n"
"548",5054188,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-515,1,0,1,0,2,0,1992-09-14,31,"y"
"549",5054228,"F","N","N",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-89,1,1,0,0,4,0,1992-05-12,31,"y"
"550",5054297,"F","Y","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-7364,1,1,0,0,2,0,1985-05-24,38,"y"
"551",5054307,"M","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-880,1,0,0,0,3,0,1996-03-11,27,"y"
"552",5054343,"F","Y","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-1064,1,0,1,0,2,0,1967-05-18,56,"y"
"553",5054348,"F","N","N",0,103500,"Working","Secondary / secondary special","Single / not married","House / apartment",-424,1,1,1,0,1,0,1990-01-30,33,"y"
"554",5054373,"F","N","N",0,148500,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,1,0,1,0,1967-02-25,56,"n"
"555",5054384,"M","Y","N",0,292500,"Commercial associate","Higher education","Single / not married","House / apartment",-3680,1,1,1,0,1,0,1985-06-03,38,"y"
"556",5054407,"M","N","N",0,225000,"Commercial associate","Higher education","Married","With parents",-5082,1,1,0,0,2,0,1988-03-28,35,"y"
"557",5054414,"M","N","N",0,225000,"Commercial associate","Higher education","Married","With parents",-5082,1,1,0,0,2,0,1988-03-28,35,"y"
"558",5054453,"M","Y","Y",0,315000,"Working","Higher education","Married","House / apartment",-1155,1,0,0,0,2,0,1974-11-04,49,"y"
"559",5054460,"M","Y","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-1915,1,0,1,0,3,0,1972-01-19,51,"y"
"560",5054496,"F","Y","Y",0,225000,"Commercial associate","Higher education","Separated","House / apartment",-1185,1,0,0,0,1,0,1990-10-03,33,"y"
"561",5054522,"F","Y","Y",1,135000,"Working","Higher education","Married","House / apartment",-2311,1,0,0,0,3,0,1996-06-21,27,"y"
"562",5054524,"F","N","N",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-8369,1,0,0,0,4,1,1978-05-30,45,"y"
"563",5054525,"F","N","N",2,180000,"Working","Secondary / secondary special","Single / not married","House / apartment",-8369,1,0,0,0,4,1,1978-05-30,45,"y"
"564",5054625,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,0,0,1,0,1963-07-25,60,"n"
"565",5054626,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",365243,1,0,0,0,1,0,1963-07-25,60,"n"
"566",5054648,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",365243,1,0,0,0,1,0,1957-07-12,66,"n"
"567",5054697,"M","Y","Y",0,157500,"Working","Higher education","Married","House / apartment",-6908,1,0,0,0,2,0,1978-07-27,45,"y"
"569",5054733,"F","N","N",1,157500,"Commercial associate","Higher education","Married","House / apartment",-1581,1,0,0,0,3,0,1993-08-28,30,"y"
"570",5054775,"M","N","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-1520,1,0,0,0,2,0,1965-05-27,58,"y"
"571",5056077,"M","Y","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-1547,1,0,0,0,2,0,1990-08-12,33,"y"
"572",5056149,"M","Y","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-14887,1,0,0,0,2,0,1959-10-04,64,"y"
"573",5056179,"F","N","Y",0,202500,"Commercial associate","Higher education","Married","House / apartment",-218,1,0,0,0,2,0,1997-06-07,26,"y"
"574",5056237,"F","N","Y",0,40500,"Working","Secondary / secondary special","Married","House / apartment",-4936,1,1,0,0,2,0,1989-01-14,34,"y"
"575",5058267,"M","N","N",1,225000,"Commercial associate","Secondary / secondary special","Married","With parents",-1912,1,0,0,0,3,0,1974-12-20,48,"y"
"576",5058271,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-4288,1,0,0,0,2,0,1970-03-17,53,"y"
"577",5058281,"F","N","Y",0,306000,"Commercial associate","Higher education","Married","House / apartment",-3435,1,1,1,1,2,0,1983-02-07,40,"y"
"578",5058286,"F","N","Y",0,306000,"Commercial associate","Higher education","Married","House / apartment",-3435,1,1,1,1,2,0,1983-02-07,40,"y"
"579",5058345,"F","N","Y",0,99000,"Pensioner","Higher education","Separated","House / apartment",365243,1,0,0,0,1,1,1956-07-04,67,"n"
"581",5058350,"M","N","Y",0,99000,"Pensioner","Higher education","Separated","House / apartment",365243,1,0,0,0,1,1,1956-07-04,67,"n"
"582",5058352,"F","N","Y",0,99000,"Pensioner","Higher education","Separated","House / apartment",365243,1,0,0,0,1,1,1956-07-04,67,"n"
"583",5058366,"F","N","N",0,90000,"Pensioner","Secondary / secondary special","Single / not married","Municipal apartment",365243,1,0,0,0,1,0,1968-10-15,55,"n"
"584",5058371,"F","N","Y",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-355,1,1,1,0,2,0,1976-01-24,47,"y"
"585",5058405,"M","Y","Y",0,247500,"Working","Higher education","Married","House / apartment",-2609,1,0,0,0,2,0,1988-09-22,35,"y"
"586",5058408,"M","Y","Y",0,247500,"Working","Higher education","Married","House / apartment",-2609,1,0,0,0,2,0,1988-09-22,35,"y"
"587",5058509,"F","N","Y",0,148500,"Pensioner","Secondary / secondary special","Married","House / apartment",365243,1,0,0,0,2,0,1961-07-15,62,"n"
"588",5058530,"M","N","N",0,391500,"Working","Secondary / secondary special","Single / not married","Municipal apartment",-508,1,0,0,0,1,1,1998-08-02,25,"y"
